Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,Gender,HourlyRate,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
47,0,Travel_Rarely,983,Research & Development,2,Medical,Female,65,Manufacturing Director,4,5070,5,No,13,3,80,3,5,0,4
46,0,Travel_Rarely,1009,Research & Development,2,Life Sciences,Male,51,Research Director,3,17861,6,No,13,3,80,1,3,0,1
35,0,Travel_Rarely,144,Research & Development,22,Life Sciences,Male,46,Laboratory Technician,3,4230,0,No,15,3,80,3,5,4,3
54,0,Travel_Rarely,548,Research & Development,8,Life Sciences,Female,42,Laboratory Technician,3,3780,7,No,11,3,80,3,1,0,0
34,0,Travel_Rarely,1303,Research & Development,2,Life Sciences,Male,62,Research Scientist,3,2768,3,No,12,3,80,3,7,5,7
46,0,Travel_Rarely,1125,Sales,10,Marketing,Female,94,Sales Executive,4,9071,2,Yes,19,3,80,3,3,1,2
31,0,Travel_Rarely,1274,Research & Development,9,Life Sciences,Male,33,Manufacturing Director,2,10648,1,No,25,4,80,4,13,0,8
33,1,Travel_Rarely,1277,Research & Development,15,Medical,Male,56,Manager,3,13610,7,Yes,12,3,80,4,7,7,7
33,1,Travel_Rarely,587,Research & Development,10,Medical,Male,38,Laboratory Technician,4,3408,7,No,13,3,80,3,4,1,3
30,0,Travel_Rarely,413,Sales,7,Marketing,Male,57,Sales Representative,2,2983,0,No,14,3,80,3,3,1,2
35,0,Travel_Rarely,1276,Research & Development,16,Life Sciences,Male,72,Healthcare Representative,3,7632,4,Yes,12,3,80,3,8,0,0
31,1,Travel_Frequently,534,Research & Development,20,Life Sciences,Male,66,Healthcare Representative,3,9824,3,No,12,3,80,3,1,0,0
34,1,Travel_Frequently,988,Human Resources,23,Human Resources,Female,43,Human Resources,1,9950,9,Yes,15,3,80,3,3,0,2
42,0,Travel_Frequently,1474,Research & Development,5,Other,Male,97,Laboratory Technician,3,2093,4,No,17,3,80,3,2,2,0
36,0,Non-Travel,635,Sales,10,Medical,Male,32,Sales Executive,4,9980,1,No,14,3,80,2,10,9,7
22,1,Travel_Frequently,1368,Research & Development,4,Technical Degree,Male,99,Laboratory Technician,3,3894,5,No,16,3,80,3,2,1,2
48,0,Travel_Rarely,163,Sales,2,Marketing,Female,37,Sales Executive,4,4051,2,No,14,3,80,3,9,6,7
55,0,Travel_Rarely,1117,Sales,18,Life Sciences,Female,83,Manager,2,16835,3,No,23,4,80,3,10,7,7
41,0,Non-Travel,267,Sales,10,Life Sciences,Male,56,Sales Executive,4,6230,7,No,14,3,80,3,14,1,10
35,0,Travel_Rarely,619,Sales,1,Marketing,Male,85,Sales Executive,3,4717,9,No,11,3,80,3,11,6,9
40,0,Travel_Rarely,302,Research & Development,6,Life Sciences,Female,75,Manufacturing Director,3,13237,7,No,15,3,80,3,20,5,13
39,0,Travel_Frequently,443,Research & Development,8,Life Sciences,Female,48,Laboratory Technician,3,3755,1,No,11,3,80,3,8,0,7
31,0,Travel_Rarely,828,Sales,2,Life Sciences,Male,77,Sales Executive,4,6582,4,Yes,13,3,80,4,6,0,5
42,0,Travel_Rarely,319,Research & Development,24,Medical,Male,56,Manufacturing Director,1,7406,1,Yes,21,4,80,2,10,5,8
45,0,Travel_Rarely,561,Sales,2,Other,Male,61,Sales Executive,2,4805,0,No,19,3,80,4,8,3,7
26,1,Travel_Frequently,426,Human Resources,17,Life Sciences,Female,58,Human Resources,3,2741,0,Yes,11,3,80,2,7,1,0
29,0,Travel_Rarely,232,Research & Development,19,Technical Degree,Male,34,Manufacturing Director,4,4262,4,No,12,3,80,4,3,1,2
33,0,Travel_Rarely,922,Research & Development,1,Medical,Female,95,Research Director,3,16184,4,No,19,3,80,3,6,0,5
31,0,Travel_Rarely,688,Sales,7,Life Sciences,Male,44,Manager,4,11557,9,No,21,4,80,2,5,0,1
18,1,Travel_Frequently,1306,Sales,5,Marketing,Male,69,Sales Representative,2,1878,1,Yes,14,3,80,3,0,0,0
40,0,Non-Travel,1094,Sales,28,Other,Male,58,Sales Executive,1,10932,3,No,15,3,80,3,1,0,1
41,0,Non-Travel,509,Research & Development,2,Other,Female,62,Healthcare Representative,3,6811,2,Yes,17,3,80,3,8,0,7
26,0,Travel_Rarely,775,Sales,29,Medical,Male,45,Sales Executive,3,4306,5,No,12,3,80,3,0,0,0
35,0,Travel_Rarely,195,Sales,1,Medical,Female,80,Sales Executive,3,4859,1,No,16,3,80,3,5,0,3
34,0,Travel_Rarely,258,Sales,21,Life Sciences,Male,74,Sales Executive,4,5337,1,No,12,3,80,3,10,5,7
26,1,Travel_Rarely,471,Research & Development,24,Technical Degree,Male,66,Laboratory Technician,4,2340,1,Yes,18,3,80,1,1,0,0
37,0,Travel_Rarely,799,Research & Development,1,Technical Degree,Female,59,Manufacturing Director,4,7491,4,No,17,3,80,4,6,1,2
46,0,Travel_Frequently,1034,Research & Development,18,Medical,Female,86,Healthcare Representative,3,10527,5,No,11,3,80,2,2,1,2
41,0,Travel_Rarely,1276,Sales,2,Life Sciences,Female,91,Manager,1,16595,7,No,16,3,80,3,18,11,8
37,0,Non-Travel,142,Sales,9,Medical,Male,69,Sales Executive,2,8834,1,No,13,3,80,3,9,7,7
52,0,Travel_Rarely,956,Research & Development,6,Technical Degree,Male,78,Research Scientist,1,5577,3,Yes,12,3,80,3,10,6,9
32,1,Non-Travel,1474,Sales,11,Other,Male,60,Sales Executive,3,4707,8,No,12,3,80,3,4,1,2
24,0,Travel_Frequently,535,Sales,24,Medical,Male,38,Sales Representative,4,2400,0,No,13,3,80,3,2,2,1
38,0,Travel_Rarely,1495,Research & Development,10,Medical,Female,76,Healthcare Representative,3,9824,3,No,19,3,80,3,1,0,0
37,0,Travel_Rarely,446,Research & Development,1,Life Sciences,Female,65,Manufacturing Director,2,6447,6,No,12,3,80,2,6,4,3
49,0,Travel_Rarely,1245,Research & Development,18,Life Sciences,Male,58,Research Director,3,19502,1,Yes,17,3,80,3,31,0,9
24,0,Travel_Rarely,691,Research & Development,23,Medical,Male,89,Research Scientist,4,2725,1,Yes,11,3,80,3,6,1,4
26,0,Travel_Rarely,703,Sales,28,Marketing,Male,66,Sales Executive,2,6272,1,No,20,4,80,4,5,1,4
24,0,Travel_Rarely,823,Research & Development,17,Other,Male,94,Laboratory Technician,2,2127,1,No,21,4,80,3,1,0,0
50,0,Travel_Frequently,1246,Human Resources,3,Medical,Male,99,Manager,2,18200,1,No,11,3,80,3,32,10,7
25,0,Travel_Rarely,622,Sales,13,Medical,Male,40,Sales Representative,3,2096,1,No,11,3,80,3,7,0,6
24,1,Travel_Frequently,1287,Research & Development,7,Life Sciences,Female,55,Laboratory Technician,3,2886,1,Yes,16,3,80,3,6,1,2
30,1,Travel_Frequently,448,Sales,12,Life Sciences,Male,74,Sales Representative,1,2033,1,No,18,3,80,4,1,0,0
34,0,Travel_Rarely,254,Research & Development,1,Life Sciences,Male,83,Research Scientist,4,3622,1,Yes,13,3,80,3,6,1,3
31,1,Travel_Rarely,1365,Sales,13,Medical,Male,46,Sales Executive,1,4233,2,No,17,3,80,1,3,1,2
35,0,Travel_Rarely,538,Research & Development,25,Other,Male,54,Laboratory Technician,4,3681,4,No,14,3,80,3,3,0,2
31,0,Travel_Rarely,525,Sales,6,Medical,Male,66,Sales Executive,4,5460,4,No,22,4,80,4,7,5,7
27,0,Travel_Rarely,798,Research & Development,6,Medical,Female,66,Research Scientist,3,2187,0,No,12,3,80,2,5,0,3
37,0,Travel_Rarely,558,Sales,2,Marketing,Male,75,Sales Executive,3,9602,4,Yes,11,3,80,2,3,1,0
20,0,Travel_Rarely,959,Research & Development,1,Life Sciences,Female,83,Research Scientist,2,2836,1,No,13,3,80,4,1,0,0
42,0,Travel_Rarely,622,Research & Development,2,Life Sciences,Female,81,Healthcare Representative,4,4089,1,No,13,3,80,3,10,2,2
43,0,Travel_Rarely,782,Research & Development,6,Other,Male,50,Research Director,4,16627,4,Yes,14,3,80,2,1,0,0
38,0,Travel_Rarely,362,Research & Development,1,Life Sciences,Female,43,Research Scientist,1,2619,3,No,17,3,80,2,0,0,0
43,0,Travel_Frequently,1001,Research & Development,9,Medical,Male,72,Laboratory Technician,3,5679,3,Yes,13,3,80,3,8,4,7
48,0,Travel_Rarely,1236,Research & Development,1,Life Sciences,Female,40,Manager,1,15402,7,No,11,3,80,1,3,0,2
44,0,Travel_Rarely,1112,Human Resources,1,Life Sciences,Female,50,Human Resources,3,5985,4,No,11,3,80,4,2,0,2
34,0,Travel_Rarely,204,Sales,14,Technical Degree,Female,31,Sales Representative,3,2579,1,Yes,18,3,80,3,8,0,6
27,1,Travel_Rarely,1420,Sales,2,Marketing,Male,85,Sales Representative,1,3041,0,No,11,3,80,3,4,0,2
21,0,Travel_Rarely,1343,Sales,22,Technical Degree,Male,49,Sales Representative,3,3447,1,No,11,3,80,3,3,1,2
44,0,Travel_Rarely,1315,Research & Development,3,Other,Male,35,Manager,4,19513,4,Yes,12,3,80,4,2,0,1
22,0,Travel_Rarely,604,Research & Development,6,Medical,Male,69,Research Scientist,3,2773,0,No,20,4,80,3,2,2,2
33,0,Travel_Rarely,1216,Sales,8,Marketing,Male,39,Sales Executive,3,7104,0,No,12,3,80,3,5,1,2
32,0,Travel_Rarely,646,Research & Development,9,Life Sciences,Female,92,Research Scientist,4,6322,1,Yes,12,3,80,2,6,0,5
30,0,Travel_Frequently,160,Research & Development,3,Medical,Female,71,Research Scientist,3,2083,1,No,20,4,80,3,1,0,0
53,0,Travel_Rarely,238,Sales,1,Medical,Female,34,Sales Executive,1,8381,7,No,20,4,80,4,14,8,10
34,0,Travel_Rarely,1397,Research & Development,1,Life Sciences,Male,42,Research Scientist,4,2691,1,No,12,3,80,2,10,8,8
45,1,Travel_Frequently,306,Sales,26,Life Sciences,Female,100,Sales Executive,1,4286,2,No,14,3,80,3,1,0,0
26,0,Travel_Rarely,991,Research & Development,6,Life Sciences,Female,71,Laboratory Technician,4,2659,1,Yes,13,3,80,3,3,0,2
37,0,Travel_Rarely,482,Research & Development,3,Other,Male,36,Manufacturing Director,3,9434,1,No,15,3,80,3,10,7,8
29,0,Travel_Rarely,1176,Sales,3,Medical,Female,62,Sales Executive,3,5561,1,No,14,3,80,2,6,1,2
35,0,Travel_Rarely,1017,Research & Development,6,Life Sciences,Male,82,Research Scientist,4,6646,1,No,13,3,80,3,17,11,8
33,0,Travel_Frequently,1296,Research & Development,6,Life Sciences,Male,30,Healthcare Representative,4,7725,3,No,23,4,80,1,13,4,7
54,0,Travel_Rarely,397,Human Resources,19,Medical,Male,88,Human Resources,2,10725,2,No,15,3,80,4,9,7,1
36,0,Travel_Rarely,913,Research & Development,9,Medical,Male,48,Manufacturing Director,2,8847,2,Yes,11,3,80,3,3,0,2
27,0,Travel_Rarely,1115,Research & Development,3,Medical,Male,54,Research Scientist,4,2045,0,No,13,3,80,3,4,1,1
20,1,Travel_Rarely,1362,Research & Development,10,Medical,Male,32,Research Scientist,3,1009,1,Yes,11,3,80,3,1,1,1
33,1,Travel_Frequently,1076,Research & Development,3,Life Sciences,Male,70,Research Scientist,1,3348,1,Yes,11,3,80,3,10,9,7
35,0,Non-Travel,727,Research & Development,3,Life Sciences,Male,41,Laboratory Technician,3,1281,1,No,18,3,80,3,1,0,0
23,0,Travel_Rarely,885,Research & Development,4,Medical,Male,58,Research Scientist,1,2819,2,No,16,3,80,4,3,0,2
25,0,Travel_Rarely,810,Sales,8,Life Sciences,Male,57,Sales Executive,2,4851,0,No,22,4,80,3,3,1,2
38,0,Travel_Rarely,243,Sales,7,Marketing,Female,46,Sales Executive,4,4028,0,No,20,4,80,3,7,0,5
29,0,Travel_Frequently,806,Research & Development,1,Life Sciences,Male,76,Research Scientist,4,2720,1,No,18,3,80,3,10,2,8
48,0,Travel_Rarely,817,Sales,2,Marketing,Male,56,Sales Executive,2,8120,3,No,12,3,80,3,2,2,2
27,0,Travel_Frequently,1410,Sales,3,Medical,Female,71,Sales Executive,4,4647,1,Yes,20,4,80,3,6,0,4
37,0,Travel_Rarely,1225,Research & Development,10,Life Sciences,Male,80,Research Scientist,4,4680,3,No,17,3,80,3,1,0,0
50,0,Travel_Rarely,1207,Research & Development,28,Medical,Male,74,Laboratory Technician,3,3221,1,Yes,11,3,80,3,20,3,8
34,0,Travel_Rarely,1442,Research & Development,9,Medical,Female,46,Healthcare Representative,2,8621,1,No,14,3,80,4,8,7,7
24,1,Travel_Rarely,693,Sales,3,Life Sciences,Female,65,Sales Executive,3,4577,9,No,14,3,80,3,2,2,0
39,0,Travel_Rarely,408,Research & Development,2,Technical Degree,Female,80,Healthcare Representative,3,4553,1,No,11,3,80,3,20,11,10
32,0,Travel_Rarely,929,Sales,10,Marketing,Male,55,Sales Executive,4,5396,1,No,12,3,80,2,10,0,8
50,1,Travel_Frequently,562,Sales,8,Technical Degree,Male,50,Sales Executive,3,6796,3,Yes,14,3,80,3,4,1,3
38,0,Travel_Rarely,827,Research & Development,1,Life Sciences,Female,33,Healthcare Representative,4,7625,0,No,13,3,80,2,9,1,8
27,0,Travel_Rarely,608,Research & Development,1,Life Sciences,Female,68,Manufacturing Director,1,7412,1,No,11,3,80,3,9,0,7
32,0,Travel_Rarely,1018,Research & Development,3,Life Sciences,Female,39,Research Director,4,11159,3,No,15,3,80,3,7,7,7
47,0,Travel_Rarely,703,Sales,14,Marketing,Male,42,Sales Executive,1,4960,2,No,12,3,80,3,7,1,7
40,0,Travel_Frequently,580,Sales,5,Life Sciences,Male,48,Sales Executive,1,10475,5,Yes,21,4,80,3,18,1,12
53,0,Travel_Rarely,970,Research & Development,7,Life Sciences,Male,59,Research Director,3,14814,3,No,19,3,80,3,5,1,3
41,0,Travel_Rarely,427,Human Resources,10,Human Resources,Male,73,Manager,4,19141,3,No,15,3,80,2,21,12,6
60,0,Travel_Rarely,1179,Sales,16,Marketing,Male,84,Sales Executive,1,5405,8,No,14,3,80,3,2,2,2
27,0,Travel_Frequently,294,Research & Development,10,Life Sciences,Male,32,Manufacturing Director,1,8793,1,No,21,4,80,2,9,1,7
41,0,Travel_Rarely,314,Human Resources,1,Human Resources,Male,59,Manager,3,19189,1,No,12,3,80,3,22,2,10
50,0,Travel_Rarely,316,Sales,8,Marketing,Male,54,Sales Representative,2,3875,7,No,15,3,80,3,2,2,2
28,1,Travel_Rarely,654,Research & Development,1,Life Sciences,Female,67,Research Scientist,2,2216,7,Yes,13,3,80,3,7,3,7
36,0,Non-Travel,427,Research & Development,8,Life Sciences,Female,63,Research Director,1,11713,9,No,14,3,80,3,8,0,5
38,0,Travel_Rarely,168,Research & Development,1,Life Sciences,Female,81,Manufacturing Director,3,7861,4,Yes,14,3,80,4,1,0,0
44,0,Non-Travel,381,Research & Development,24,Medical,Male,49,Laboratory Technician,3,3708,2,No,14,3,80,3,5,1,4
47,0,Travel_Frequently,217,Sales,3,Medical,Female,49,Sales Executive,3,13770,9,Yes,12,3,80,2,22,11,13
30,0,Travel_Rarely,501,Sales,27,Marketing,Male,99,Sales Executive,4,5304,7,No,23,4,80,2,8,7,7
29,0,Travel_Rarely,1396,Sales,10,Life Sciences,Male,99,Sales Representative,3,2642,1,No,11,3,80,3,1,0,0
42,1,Travel_Frequently,933,Research & Development,19,Medical,Male,57,Research Scientist,3,2759,6,Yes,12,3,80,3,2,2,2
43,0,Travel_Frequently,775,Sales,15,Life Sciences,Male,47,Sales Executive,4,6804,3,No,18,3,80,3,2,2,2
34,0,Travel_Rarely,970,Research & Development,8,Medical,Female,96,Healthcare Representative,3,6142,3,No,11,3,80,3,5,4,3
23,0,Travel_Rarely,650,Research & Development,9,Medical,Male,37,Laboratory Technician,1,2500,1,No,14,3,80,4,4,0,2
39,0,Travel_Rarely,141,Human Resources,3,Human Resources,Female,44,Human Resources,2,6389,9,No,15,3,80,1,8,3,6
56,0,Travel_Rarely,832,Research & Development,9,Medical,Male,81,Healthcare Representative,4,11103,7,No,11,3,80,2,10,1,1
40,0,Travel_Rarely,804,Research & Development,2,Medical,Female,86,Research Scientist,4,2342,0,Yes,20,4,80,2,4,2,3
27,0,Travel_Rarely,975,Research & Development,7,Medical,Female,55,Healthcare Representative,1,6811,8,No,19,3,80,1,7,0,7
29,0,Travel_Rarely,1090,Sales,10,Marketing,Male,83,Sales Representative,2,2297,1,No,14,3,80,3,2,2,2
53,0,Travel_Rarely,346,Research & Development,6,Life Sciences,Male,86,Laboratory Technician,4,2450,2,No,17,3,80,3,2,2,2
35,0,Non-Travel,1225,Research & Development,2,Life Sciences,Female,61,Healthcare Representative,1,5093,2,No,11,3,80,4,1,0,0
32,0,Travel_Frequently,430,Research & Development,24,Life Sciences,Male,80,Laboratory Technician,4,5309,1,No,15,3,80,3,10,4,7
38,0,Travel_Rarely,268,Research & Development,2,Medical,Male,92,Research Scientist,3,3057,6,Yes,13,3,80,1,1,0,1
34,0,Travel_Rarely,167,Research & Development,8,Life Sciences,Female,32,Manufacturing Director,1,5121,3,No,14,3,80,3,0,0,0
52,0,Travel_Rarely,621,Sales,3,Marketing,Male,31,Manager,1,16856,1,No,11,3,80,4,34,1,16
33,1,Travel_Rarely,527,Research & Development,1,Other,Male,63,Research Scientist,4,2686,1,Yes,13,3,80,2,10,7,8
25,0,Travel_Rarely,883,Sales,26,Medical,Female,32,Sales Executive,4,6180,1,No,23,4,80,2,6,1,4
45,0,Travel_Rarely,954,Sales,2,Technical Degree,Male,46,Sales Representative,3,6632,0,No,13,3,80,3,8,3,1
23,0,Travel_Rarely,310,Research & Development,10,Medical,Male,79,Research Scientist,3,3505,1,No,18,3,80,3,2,0,2
47,1,Travel_Frequently,719,Sales,27,Life Sciences,Female,77,Sales Executive,3,6397,4,Yes,12,3,80,3,5,1,3
34,0,Travel_Rarely,304,Sales,2,Other,Male,60,Sales Executive,4,6274,1,No,22,4,80,3,6,1,4
55,1,Travel_Rarely,725,Research & Development,2,Medical,Male,78,Manager,1,19859,5,Yes,13,3,80,3,5,1,4
36,0,Non-Travel,1434,Sales,8,Life Sciences,Male,76,Sales Executive,1,7587,1,No,15,3,80,3,10,0,9
52,0,Non-Travel,715,Research & Development,19,Medical,Male,41,Research Scientist,4,4258,0,No,18,3,80,3,4,1,2
26,0,Travel_Frequently,575,Research & Development,1,Life Sciences,Female,71,Laboratory Technician,4,4364,3,No,14,3,80,3,2,2,0
29,0,Travel_Rarely,657,Research & Development,27,Medical,Female,66,Healthcare Representative,3,4335,4,No,12,3,80,2,8,1,1
26,1,Travel_Rarely,1146,Sales,8,Technical Degree,Male,38,Sales Executive,1,5326,6,No,17,3,80,2,4,1,2
34,0,Travel_Rarely,182,Research & Development,1,Life Sciences,Female,72,Research Scientist,4,3280,2,No,16,3,80,3,4,1,3
54,0,Travel_Rarely,376,Research & Development,19,Medical,Female,95,Manufacturing Director,1,5485,9,Yes,11,3,80,3,5,1,4
27,0,Travel_Frequently,829,Sales,8,Marketing,Male,84,Sales Executive,4,4342,0,No,19,3,80,3,4,1,1
37,0,Travel_Rarely,571,Research & Development,10,Life Sciences,Female,82,Research Scientist,1,2782,0,Yes,13,3,80,2,5,4,3
38,0,Travel_Frequently,240,Research & Development,2,Life Sciences,Female,75,Manufacturing Director,1,5980,6,Yes,12,3,80,3,15,4,12
34,0,Travel_Rarely,121,Research & Development,2,Medical,Female,86,Research Scientist,1,4381,1,No,11,3,80,3,6,1,3
35,0,Travel_Rarely,384,Sales,8,Life Sciences,Female,72,Sales Representative,4,2572,1,No,16,3,80,2,3,0,2
30,0,Travel_Rarely,921,Research & Development,1,Life Sciences,Male,38,Laboratory Technician,3,3833,3,No,21,4,80,3,2,0,2
40,0,Travel_Frequently,791,Research & Development,2,Medical,Female,38,Healthcare Representative,2,4244,1,No,24,4,80,3,8,3,7
34,0,Travel_Rarely,1111,Sales,8,Life Sciences,Female,93,Sales Executive,1,6500,5,No,17,3,80,3,3,1,2
42,0,Travel_Frequently,570,Research & Development,8,Life Sciences,Male,66,Manager,4,18430,1,No,13,3,80,2,24,14,9
23,1,Travel_Rarely,1243,Research & Development,6,Life Sciences,Male,63,Laboratory Technician,1,1601,1,Yes,21,4,80,3,0,0,0
24,0,Non-Travel,1092,Research & Development,9,Life Sciences,Male,60,Laboratory Technician,2,2694,1,No,11,3,80,3,1,0,0
52,0,Travel_Rarely,1325,Research & Development,11,Life Sciences,Female,82,Laboratory Technician,3,3149,8,No,20,4,80,3,5,1,4
50,0,Travel_Rarely,691,Research & Development,2,Medical,Male,64,Research Director,3,17639,5,No,16,3,80,3,4,0,3
29,1,Travel_Rarely,805,Research & Development,1,Life Sciences,Female,36,Laboratory Technician,1,2319,1,Yes,11,3,80,3,1,0,0
33,0,Travel_Rarely,213,Research & Development,7,Medical,Male,49,Research Director,3,11691,0,No,11,3,80,4,13,3,7
33,1,Travel_Rarely,118,Sales,16,Marketing,Female,69,Sales Executive,1,5324,5,No,15,3,80,3,3,0,2
47,0,Travel_Rarely,202,Research & Development,2,Other,Female,33,Manager,4,16752,1,Yes,11,3,80,2,26,3,0
36,0,Travel_Rarely,676,Research & Development,1,Other,Female,35,Manufacturing Director,2,5228,0,No,15,3,80,3,9,0,5
29,0,Travel_Rarely,1252,Research & Development,23,Life Sciences,Male,81,Research Scientist,3,2700,1,No,24,4,80,3,10,0,7
58,1,Travel_Rarely,286,Research & Development,2,Life Sciences,Male,31,Research Director,2,19246,7,Yes,12,3,80,3,31,13,8
35,0,Travel_Rarely,1258,Research & Development,1,Life Sciences,Female,40,Research Scientist,3,2506,3,No,13,3,80,3,2,2,2
42,0,Travel_Rarely,932,Research & Development,1,Life Sciences,Female,43,Manufacturing Director,4,6062,9,Yes,13,3,80,3,4,0,2
28,1,Travel_Rarely,890,Research & Development,2,Medical,Male,46,Research Scientist,3,4382,6,No,17,3,80,2,2,2,1
36,0,Travel_Rarely,1041,Human Resources,13,Human Resources,Male,36,Human Resources,2,2143,4,No,13,3,80,3,5,0,4
32,0,Travel_Rarely,859,Research & Development,4,Life Sciences,Female,98,Manufacturing Director,3,6162,1,No,12,3,80,3,14,6,8
40,0,Travel_Frequently,720,Research & Development,16,Medical,Male,51,Laboratory Technician,3,5094,6,No,14,3,80,3,1,0,0
30,0,Travel_Rarely,946,Research & Development,2,Medical,Female,52,Manufacturing Director,4,6877,5,Yes,24,4,80,2,0,0,0
45,0,Travel_Rarely,252,Research & Development,2,Life Sciences,Female,95,Research Scientist,3,2274,1,No,14,3,80,3,1,0,0
42,0,Travel_Rarely,933,Research & Development,29,Life Sciences,Male,98,Manufacturing Director,2,4434,1,No,13,3,80,2,9,7,8
38,0,Travel_Frequently,471,Research & Development,12,Life Sciences,Male,45,Healthcare Representative,1,6288,2,No,15,3,80,2,4,1,2
34,0,Travel_Frequently,702,Research & Development,16,Life Sciences,Female,100,Research Scientist,4,2553,1,No,16,3,80,3,5,1,3
49,1,Travel_Rarely,1184,Sales,11,Marketing,Female,43,Sales Executive,4,7654,1,No,18,3,80,4,9,7,7
55,1,Travel_Rarely,436,Sales,2,Medical,Male,37,Sales Executive,4,5160,4,No,16,3,80,2,9,7,3
43,0,Travel_Rarely,589,Research & Development,14,Life Sciences,Male,94,Research Director,1,17159,6,No,24,4,80,3,4,1,0
27,0,Travel_Rarely,269,Research & Development,5,Technical Degree,Male,42,Research Director,4,12808,1,Yes,16,3,80,3,9,0,8
35,0,Travel_Rarely,950,Research & Development,7,Other,Male,59,Manufacturing Director,3,10221,3,No,21,4,80,4,8,1,6
28,0,Travel_Rarely,760,Sales,2,Marketing,Female,81,Sales Executive,2,4779,1,Yes,20,4,80,3,8,7,5
34,0,Travel_Rarely,829,Human Resources,3,Human Resources,Male,88,Human Resources,4,3737,0,No,19,3,80,1,3,0,2
26,1,Travel_Frequently,887,Research & Development,5,Medical,Female,88,Research Scientist,3,2366,1,Yes,14,3,80,3,8,1,7
27,0,Non-Travel,443,Research & Development,3,Medical,Male,50,Research Scientist,4,1706,1,No,11,3,80,2,0,0,0
51,0,Travel_Rarely,1318,Sales,26,Marketing,Female,66,Manager,3,16307,2,No,14,3,80,2,20,4,17
44,0,Travel_Rarely,625,Research & Development,4,Medical,Male,50,Healthcare Representative,2,5933,9,No,12,3,80,2,5,2,3
25,0,Travel_Rarely,180,Research & Development,2,Medical,Male,65,Research Scientist,1,3424,7,No,13,3,80,2,4,0,1
33,0,Travel_Rarely,586,Sales,1,Medical,Male,48,Sales Executive,1,4037,1,No,22,4,80,3,9,0,8
35,0,Travel_Rarely,1343,Research & Development,27,Medical,Female,53,Research Scientist,1,2559,1,No,11,3,80,2,6,1,1
36,0,Travel_Rarely,928,Sales,1,Life Sciences,Male,56,Sales Executive,4,6201,1,Yes,14,3,80,2,18,4,11
32,0,Travel_Rarely,117,Sales,13,Life Sciences,Male,73,Sales Executive,4,4403,2,No,11,3,80,2,5,0,3
30,0,Travel_Frequently,1012,Research & Development,5,Life Sciences,Male,75,Research Scientist,4,3761,9,No,12,3,80,2,5,0,3
53,0,Travel_Rarely,661,Sales,7,Marketing,Female,78,Sales Executive,4,10934,7,Yes,18,3,80,3,5,0,4
45,0,Travel_Rarely,930,Sales,9,Marketing,Male,74,Sales Executive,1,10761,4,Yes,12,3,80,3,5,0,2
32,0,Travel_Rarely,638,Research & Development,8,Medical,Female,91,Research Scientist,3,5175,5,No,12,3,80,2,5,1,3
52,0,Travel_Frequently,890,Research & Development,25,Medical,Female,81,Manufacturing Director,4,13826,3,No,22,4,80,3,9,0,0
37,0,Travel_Rarely,342,Sales,16,Marketing,Male,66,Sales Executive,3,6334,4,No,19,3,80,3,1,0,0
28,0,Travel_Rarely,1169,Human Resources,8,Medical,Male,63,Human Resources,4,4936,1,No,13,3,80,3,5,0,4
22,0,Travel_Rarely,1230,Research & Development,1,Life Sciences,Male,33,Manufacturing Director,4,4775,6,No,22,4,80,1,2,2,2
44,0,Travel_Rarely,986,Research & Development,8,Life Sciences,Male,62,Laboratory Technician,4,2818,2,Yes,24,4,80,2,3,0,2
42,0,Travel_Frequently,1271,Research & Development,2,Medical,Male,35,Research Scientist,4,2515,5,Yes,14,3,80,3,2,2,2
36,0,Travel_Rarely,1278,Human Resources,8,Life Sciences,Male,77,Human Resources,1,2342,0,No,21,4,80,3,5,0,3
25,0,Travel_Rarely,141,Sales,3,Other,Male,98,Sales Executive,1,4194,1,Yes,18,3,80,3,5,0,3
35,0,Travel_Rarely,607,Research & Development,9,Life Sciences,Female,66,Manufacturing Director,3,10685,1,Yes,20,4,80,3,17,5,15
35,1,Travel_Frequently,130,Research & Development,25,Life Sciences,Female,96,Research Scientist,2,2022,1,Yes,19,3,80,2,10,7,8
32,0,Non-Travel,300,Research & Development,1,Life Sciences,Male,61,Laboratory Technician,4,2314,0,No,12,3,80,3,3,0,2
25,0,Travel_Rarely,583,Sales,4,Marketing,Male,87,Sales Executive,1,4256,1,No,12,3,80,4,5,0,3
49,0,Travel_Rarely,1418,Research & Development,1,Technical Degree,Female,36,Research Scientist,1,3580,2,No,16,3,80,3,4,0,2
24,0,Non-Travel,1269,Research & Development,4,Life Sciences,Male,46,Laboratory Technician,4,3162,0,No,17,3,80,2,5,3,4
32,0,Travel_Frequently,379,Sales,5,Life Sciences,Male,48,Sales Executive,2,6524,1,No,14,3,80,3,10,5,3
38,0,Travel_Rarely,395,Sales,9,Marketing,Male,98,Sales Representative,2,2899,0,No,19,3,80,3,2,1,2
42,0,Travel_Rarely,1265,Research & Development,3,Life Sciences,Female,95,Laboratory Technician,4,5231,2,Yes,13,3,80,2,5,1,3
